id	md5	seance_id	parlementaire_id	intervention
9665	f527554334b62f8907405d9e741f5298	25	242	<p>Merci, monsieur le ministre, pour votre disponibilité et pour la clarté de vos réponses.</p>
9666	53b7aecacce527b371906e87bc81aa80	25	NULL	<p>La séance est levée à seize heures cinquante.</p>
2656	9e1fc78187ca2e969dfe8c16d4ad6501	26	NULL	<p>COMMISSION DES AFFAIRES EUROPÉENNES</p><p>Mardi 10 juillet 2012</p><p>Présidence de Mme Danielle Auroi,  Présidente de la Commission des affaires européennes  et de Mme Élisabeth Guigou,  Présidente de la Commission des affaires étrangères</p><p>La séance est ouverte à 15 heures</p>
2657	064a55cacaa05990f656c507cc566d70	26	242	<p> Nous souhaitons vous demander, Monsieur le Ministre délégué chargé des affaires européennes, votre sentiment sur les résultats du Conseil européen, ainsi que quelques précisions par rapport au débat en séance plénière qui a eu lieu la semaine dernière, en particulier sur deux sujets principaux d'actualité : la crise de la zone euro et les perspectives financières 2014-2020.</p><p>La crise de la zone euro a commencé au moins en 2008 et a connu plusieurs phases : crise bancaire avec la faillite de Lehman Brothers, puis crise économique, financière, sociale et, surtout, politique, dans les pays qui sont les plus touchés, mais aussi au niveau européen, dans la mesure où nous ne sommes pas parvenus à définir de bonnes règles de gouvernance pour la zone euro.</p><p>Le Conseil européen des 28 et 29 juin a pris des décisions importantes : adoption d'un pacte pour la croissance et l'emploi, sans précédent, de 120 milliards d'euros &#8211; potentiellement beaucoup plus s'il est fait appel à des financements privés à travers des partenariats entre la Banque européenne d'investissement (BEI) et des investisseurs privés &#8211; ; mise en place d'un système de surveillance bancaire censé préfigurer une Union bancaire européenne ; ouverture de possibilités nouvelles d'intervention pour le Fonds européen de stabilité financière (FESF) et le Mécanisme européen de stabilité (MES) qui est destiné à en prendre la suite ; création d'une taxe sur les transactions financières, qui doit être mise en oeuvre au moyen d'une coopération renforcée entre neuf États membres au minimum, dans la mesure où elle ne peut pas l'être par les vingt-sept ou même par les dix-sept membres de la zone euro. Il s'agit là d'un paquet impressionnant.</p><p>Nos questions concernent le calendrier et les modalités de mise en oeuvre de ces mesures. À cet égard, pourriez-vous, Monsieur le Ministre, nous éclairer sur les décisions prises hier par l'Eurogroupe ?</p><p>Concernant le MES, il ressort des conclusions du Conseil européen qu'il peut désormais intervenir dans la recapitalisation des banques et, dans certaines conditions, intervenir sur les marchés ; cette possibilité s'ajoute-t-elle ou non à ce qui avait déjà été décidé, à savoir les opérations de rachat de dettes sur le marché secondaire ?</p><p>Quelles sont, en outre, les perspectives pour la taxe sur les transactions financières, dans la mesure où il ne sera probablement pas chose aisée de réunir neuf États membres, bien que la France et l'Allemagne soient désormais d'accord sur ce sujet ?</p><p>Sur le plan institutionnel, comment les décisions à vingt-sept, à dix-sept et, potentiellement, à neuf vont-elles s'articuler ?</p><p>Enfin, la question du contrôle démocratique de cette nouvelle gouvernance de la zone euro est, pour nous parlementaires, un sujet crucial. L'Union européenne est depuis longtemps confrontée à un problème non résolu de déficit démocratique. Plus l'intégration progresse, plus il est nécessaire de trouver des formes de contrôle démocratique à la fois par le Parlement européen et par les parlements nationaux, sans vouloir opposer en aucune manière les uns à l'autre. Nous avons à cet égard un devoir d'imagination et d'invention. Pouvez-vous également nous donner des indications concernant le calendrier de ratification de l'ensemble des textes : pacte de croissance, traité budgétaire et accords établissant d'autres mécanismes ?</p><p>S'agissant des perspectives financières, la présidence danoise a défriché le sujet, nous allons rentrer dans le vif des discussions à la rentrée. La question de l'équilibre général du budget européen est, depuis très longtemps, un souci. En proportion du PIB, le budget est resté le même à vingt-sept &#8211; bientôt vingt-huit &#8211; qu'à quinze États membres. Comment voyez-vous l'articulation entre, d'une part, les priorités en matière de politiques communes et, d'autre part, des contributions nationales qui seront nécessairement contraintes ?</p><p>J'espère que nous pourrons également avoir un échange sur les perspectives ouvertes par le rapport Van Rompuy. Nous n'aurons en revanche pas le temps d'aborder la politique étrangère et de sécurité commune et les questions de défense.</p>
2658	5d178401f714310bb099d6e1f2ac23df	26	489	<p> Je me réjouis d'engager dès à présent le dialogue étroit et régulier que nous souhaitons établir sur les questions relatives à la construction européenne, qui est loin d'être achevée. Vous êtes, Monsieur le Ministre, notre principal partenaire. La qualité de nos débats est le gage d'une appropriation efficace des enjeux de l'Union européenne par l'ensemble du Parlement, ce qui est essentiel.</p><p>Vous avez lancé dès votre prise de fonctions un chantier considérable en plaçant la croissance au coeur des travaux européens. C'est un succès qu'il convient de concrétiser. La perspective de relance &#8211; qui se doit d'être écologiquement responsable et sera ainsi créatrice d'emplois &#8211; représente un espoir très fort pour tous ceux qui sont confrontés au drame du chômage sur l'ensemble du territoire européen. L'espoir que nous avons fait naître nous confère une grande responsabilité. Nous avons, ensemble, la volonté de relever ce défi.</p><p>La concrétisation des grandes initiatives du dernier Conseil européen &#8211; pacte de croissance, Union bancaire, taxe sur les transactions financières, flexibilité des instruments de stabilité financière &#8211; appelle une détermination très forte de notre part. Je partage les remarques et les interrogations de la Présidente de la Commission des affaires étrangères au sujet du calendrier et des négociations sur les perspectives financières 2014-2020. La question de l'aptitude de l'Europe à faire face à ses responsabilités est posée.</p><p>J'ajoute à ces thèmes la question centrale de l'énergie sous ses différents aspects &#8211; de l'efficacité énergétique à la sécurisation des approvisionnements &#8211; qui appelle une réflexion approfondie, une mobilisation de l'Assemblée nationale et du Sénat, et un dialogue avec le Parlement européen. Il s'agit pour nous d'une priorité.</p><p>La Commission des affaires européennes auditionnera demain Mme Hedegaard, commissaire européenne à l'action pour le climat. Ce sera l'occasion d'examiner, à la lumière des enjeux du changement climatique, la question des investissements nécessaires pour remplir nos obligations des « trois fois vingt » d'ici à 2020 : réduction de 20 % des émissions de gaz à effet de serre ; passage de la part des énergies renouvelables à 20 % de l'énergie consommée ; accroissement de l'efficacité énergétique de 20 %. À cet égard, la révision à la baisse de ce dernier chiffre il y a quelques mois &#8211; l'objectif est désormais de 17 % environ &#8211; n'a pas été perçue comme un signe positif dans plusieurs pays européens. C'est une question que nous aurons à reprendre ensemble.</p><p>En outre, je serais particulièrement intéressée, Monsieur le Ministre, par votre vision de la forme et du contenu que devront prendre les obligations liées à des projets &#8211;project bonds  &#8211; en particulier dans le domaine de la transition écologique de l'économie.</p><p>En ce qui concerne l'assouplissement des possibilités d'intervention des mécanismes de stabilité financière, je m'associe à toutes les questions qui vous ont été posées par la Présidente de la Commission des affaires étrangères.</p><p>S'agissant des négociations sur les perspectives financière, qui vont connaître une étape décisive sous présidence chypriote, les positions du Parlement européen et du Conseil demeurent, semble-t-il, éloignées. Quelle position la France entend-elle défendre sur la question globale de la taille du budget et sur celle des ressources propres ?</p><p>Quant à la taxe sur les transactions financières et à la question de son affectation, les choses ne sont pas si claires et plusieurs options restent sur la table ; c'est un sujet sur lequel nous aurons à travailler ensemble dans les semaines qui viennent.</p><p>Nous devons également nous saisir des propositions du rapport Van Rompuy. Il y a là matière à réflexion et échange avec nos collègues des autres parlements nationaux et du Parlement européen.</p><p>De plus, les questions urgentes et récurrentes de la pêche et de la politique agricole commune (PAC) demeurent. La PAC va être de nouveau revu totalement en 2013. À cette occasion, il est beaucoup question, dans les documents écrits, de « verdissement » de la PAC, alors que les crédits ne seront pas augmentés et que certains États membres ne souhaitent pas accorder à la PAC les moyens qu'elle mérite. Nous devons travailler sur ce sujet, faire des propositions et montrer notre solidarité avec le monde agricole, en mettant l'accent sur les pratiques qui permettront aux agriculteurs de vivre davantage et pleinement de leur travail. C'est un thème que la France peut porter avec bénéfice au niveau européen.</p><p>Enfin, s'agissant de l'espace Schengen, la présidence chypriote a insisté sur le fait qu'elle ne voulait pas d'une « Europe forteresse », point sur laquelle je la rejoins à titre personnel.</p><p>Quelle est, Monsieur le Ministre, votre analyse des décisions du Conseil du 7 juin dernier et du débat qui s'est engagé avec le Parlement européen sur plusieurs textes relatifs à l'espace de liberté, de sécurité et de justice ? N'est-ce pas là l'occasion de soulever la question de l'intégration solidaire et de son articulation avec une Europe plus sociale et plus engagée sur le chemin du développement soutenable ?</p>
2659	46c8c03c9fb8af173536f0c6e465e59a	26	NULL	<p>Je comprends que vous souhaitez cibler la discussion sur les conclusions du Conseil européen relatives à la situation économique et financière de l'Union, tout en évoquant d'autres enjeux européens. Ce sont des sujets techniquement complexes et politiquement sensibles, qui connaissent des évolutions quotidiennes, compte tenu notamment des dernières échéances : Conseil européen des 28 et 29 juin, réunion de l'Eurogroupe hier, réunion des Ministres des finances aujourd'hui.</p><p>Le Président de la République a souhaité procéder à une réorientation de la politique de l'Union européenne en adoptant, au-delà du traité sur la stabilité, la coordination et la gouvernance, des mesures en faveur de la croissance. Il s'agit de promouvoir, pour notre pays et les autres États membres, une démarche équilibrée s'appuyant sur deux piliers : la stabilité budgétaire et le rétablissement des comptes publics, d'une part, et la croissance, d'autre part.</p><p>Nous estimons qu'il n'est pas possible, pour les États membres et la France, de retrouver la croissance sans maîtrise des comptes publics, dans la mesure où les déficits publics et la dette créent des tensions sur les taux d'intérêt, qui rendent difficiles les investissements porteurs de croissance. Le Gouvernement a pris des engagements à cet égard : les dispositions de la loi de finances rectificative doivent permettre d'atteindre un objectif de déficit de 4,5 % du PIB en 2012, puis de 3 % en 2013, avec un retour à l'équilibre en 2017, conformément à la trajectoire des finances publiques que nous nous sommes fixée. Si nous n'y parvenons pas, la pression que feront peser les déficits et la dette sur les taux d'intérêt sera de nature à obérer la croissance. À l'inverse, le rétablissement des comptes publics n'est pas possible si des actions fortes en faveur de la croissance ne sont pas adoptées. La condamnation des peuples européens à une austérité durable créerait un contexte psychologique et économique défavorable à la croissance et aux rentrées fiscales.</p><p>Nous nous sommes mis au travail immédiatement : le Président de la République s'est rendu à Berlin le jour même de son investiture pour engager avec la chancelière allemande un dialogue sur la nécessité de procéder à cette réorientation ; le Ministre des affaires étrangères et le Ministre de l'économie et des finances ont rencontré régulièrement leurs homologues allemands, respectivement M. Westerwelle et M. Schäuble ; quelques heures après ma prise de fonctions, je me suis rendu à Berlin pour évoquer avec M. Link les conditions de réussite de cette réorientation, puis j'en ai ensuite discuté avec mes autres collègues européens.</p><p>J'en viens aux résultats du Conseil &#8211; qui ne constituent qu'une étape dans un processus qu'il convient de poursuivre &#8211; et au travail qui reste à faire.</p><p>Le Conseil européen des 28 et 29 juin n'a pas été le « sommet de la dernière chance » qui a tout réglé et dont le Président de la République serait sorti vainqueur au terme d'un rapport de forces avec ses homologues. Notre objectif était, au contraire, de consolider les relations entre les membres de l'Union européenne pour franchir une étape décisive. Personne, si ce n'est l'Europe, l'Union et ses institutions, n'est sorti victorieux de ce sommet.</p><p>Nous avons obtenu, premièrement, un ensemble de mesures cohérentes en faveur de la croissance, chiffrées à 120 milliards d'euros, mais dont l'impact potentiel sur la croissance devrait être supérieur, compte tenu de leur effet de levier.</p><p>Il s'agit tout d'abord d'une augmentation du capital de la BEI de 10 milliards d'euros, qui lui permettra d'accorder des prêts pour des projets d'investissement structurants à hauteur de 60 milliards d'euros. Ces 60 milliards d'euros susciteront à leur tour 120 milliards d'investissements privés, ce qui porte le montant potentiel du plan à 240 milliards d'euros.</p><p>Ensuite, plus de 50 milliards d'euros ont été réorientés au titre des fonds structurels pour financer des projets en faveur de la croissance.</p><p>Enfin, l'émission de project bonds, obligations adossées à une garantie de l'Union européenne, permettant à partir d'un montant de 230 millions d'euros, de mobiliser, grâce à l'effet de levier, 4,5 milliards d'euros. À noter qu'il s'agit d'une phase pilote qui pourra le cas échéant, après expertise, appeler des développements ultérieurs.</p><p>Il reste sur ce « paquet croissance » beaucoup de travail à faire. Si nous voulons que ces mesures aient une portée rapide et effective, nous devons mobiliser l'ensemble des acteurs susceptibles de les mettre en oeuvre. Il convient également que les institutions sollicitées prennent les décisions adéquates, par exemple que le Conseil des gouverneurs de la BEI, qui se réunira le 24 juillet, fasse en sorte que l'augmentation du capital de la Banque intervienne rapidement. De notre côté, nous devons prendre des dispositions avec les collectivités territoriales, le Commissariat général à l'investissement et la DATAR, pour que ces mesures soient effectives au second semestre 2012 et puissent avoir un effet sur la croissance.</p><p>La deuxième décision importante du Conseil européen concerne la taxe sur les transactions financières. Nous souhaitons la mettre en place au moyen d'une coopération renforcée ; nous ne pouvons d'ailleurs le faire autrement dans la mesure où il n'y a pas eu unanimité sur la question. Cependant, cette mise en oeuvre à plusieurs au moyen d'une coopération renforcée constitue un progrès par rapport à la situation antérieure. Peu de pays pensaient possible d'atteindre cet objectif, à tel point que la France était prête à mettre en place, seule, une taxe &#8211; en réalité, un impôt de bourse &#8211; de manière précipitée à la fin de la précédente législature. Si nous avions pu avoir une assiette plus large et un taux plus significatif, et engager une concertation avec d'autres pays de l'Union, nous aurions peut-être adopté une autre stratégie.</p><p>Nous souhaitons que la coopération renforcée soit mise en place le plus rapidement possible. Les pays concernés doivent désormais saisir la Commission pour enclencher le processus. Il serait d'ailleurs envisageable que le produit de cette taxe puisse remplacer une partie des dotations allouées par les États membres au budget de l'Union européenne, à enveloppe constante dans un premier temps. Nous substituerions ainsi une ressource dynamique à une ressource fortement contrainte qui ne l'est pas et ouvririons des perspectives budgétaires positives pour l'Union européenne.</p><p>S'agissant, troisièmement, du volet économique, monétaire et financier, notre volonté était de défaire le lien entre dette souveraine et situation bancaire, qui entraîne l'Europe dans une spirale de déclin. À cet égard, nous avons considéré avec beaucoup d'intérêt les propositions contenues dans le rapport Van Rompuy : mise en place d'une Union bancaire, d'une part, et feuille de route de l'Union européenne vers une véritable Union économique et monétaire, d'autre part, consistant à conforter et mutualiser les outils existants, en procédant en parallèle à une intégration politique renforcée.</p><p>L'Union bancaire telle qu'envisagée dans le rapport Van Rompuy renvoyait à des éléments précis auxquels nous tenions : d'une part, une supervision des banques par des dispositifs institutionnels intégrés au sein de l'Union européenne, pour réguler et contrôler un système bancaire qui avait commis des imprudences, sources de difficultés sur les marchés financiers et pour l'économie réelle ; d'autre part, un dispositif de garantie des dépôts et de résolution des crises bancaires, articulé à cette supervision.</p><p>Par-delà l'union bancaire, nous voulions que le MES puisse intervenir directement dans la recapitalisation des banques sans passer par les États, de manière à engager l'Europe sur la voie de l'Union monétaire et pour couper le lien entre dette souveraine et instabilité bancaire.</p><p>Enfin, nous souhaitions engager la réflexion sur les eurobonds, les eurobills et la mutualisation des emprunts de demain.</p><p>Quels sont les résultats obtenus au regard de ces objectifs ?</p><p>Le dispositif de supervision bancaire intégrée est mis en place. La Commission européenne doit formuler des propositions à caractère législatif à ce sujet à compter de septembre prochain. Le commissaire au marché intérieur et aux services, M. Barnier, y travaille d'ores et déjà. Lorsque le dispositif de supervision bancaire sera effectif &#8211; notre objectif est qu'il le soit le plus rapidement possible &#8211;, le MES aura la possibilité d'intervenir directement pour la recapitalisation des banques et, par ailleurs, le MES pourra intervenir sur le marché secondaire des dettes souveraines, pour faire en sorte que les spreads de taux d'intérêt soient maintenus dans un corridor et n'obèrent pas la croissance.</p><p>Le Président du Conseil européen, M. Van Rompuy, continue à travailler avec les Présidents de l'Eurogroupe, de la BCE et de la Commission européenne à la feuille de route sur le renforcement de l'Union économique et monétaire, y compris à l'effort d'intégration politique qu'il appellera. Cette feuille de route pourrait faire l'objet d'autres débats au sein du Conseil à la fin de l'année 2012.</p><p>Tel est l'état des travaux actuellement en cours, dont une grande partie est encore devant nous.</p><p>J'en viens à l'association du Parlement aux enjeux qui se présentent. Le Parlement est soucieux &#8211; nous le sommes également &#8211; du contrôle démocratique qu'il exerce sur les budgets qu'il vote. Il ne faudrait pas qu'il fût privé de la possibilité d'exercer sa souveraineté en raison de l'intégration européenne. C'est une question de fond qui concerne l'ensemble des parlementaires, quelle que soit leur sensibilité politique, et à laquelle nous devons apporter des réponses.</p><p>Examinons la situation actuelle, ainsi que les textes et leurs conséquences. Avant même que le traité soit ratifié par les Parlements nationaux, le Parlement européen a adopté des dispositions qui sont déjà entrées en vigueur, notamment le Six Pack  qui renforce le « semestre européen », à savoir une coordination des politiques budgétaires dans le semestre qui précède l'élaboration des budgets nationaux. Ce dispositif conduit la Commission à formuler des avis et le Conseil à prendre des positions, qui constituent des recommandations pour les gouvernements qui élaborent leur budget et visent à rendre la coordination effective. Les gouvernements présentent des trajectoires budgétaires à la Commission, les institutions européennes contrôlant le décalage qui peut exister entre les trajectoires et la réalité, tant en loi de finances initiale qu'en exécution.</p><p>Ce dispositif sera complété par les dispositions du traité sur la stabilité, la coordination et la gouvernance, qui inscrira dans le droit français le principe de l'équilibre budgétaire. Nous verrons également ce qu'il adviendra du Two Pack  proposé par le Parlement européen.</p><p>Notre objectif est de faire en sorte que, dans les années qui viennent, le Parlement français puisse exercer la plénitude de ses pouvoirs souverains en matière budgétaire dans le cadre de ce processus de coordination budgétaire au sein de l'Union européenne et qu'il puisse faire lui-même usage de ses prérogatives de contrôle dans le cadre du dialogue qui se noue entre les gouvernements, la Commission et les institutions européennes.</p><p>S'agissant des perspectives financières 2014-2020, nous sommes confrontés à un cruel dilemme, qui résulte de la situation contradictoire dans laquelle se trouve la Commission européenne à l'égard des États membres. D'un côté, la Commission les enjoint de se conformer aux objectifs de rééquilibrage de leurs budgets, sur lesquels elle formule des recommandations et peut exercer des missions de contrôle ; nous devons, dès lors, examiner  avec attention chacun de nos postes budgétaires, y compris la contribution française au budget communautaire, qui s'élève à près de 19 milliards d'euros, ce qui est loin d'être dérisoire. De l'autre, la Commission fait part de ses besoins, de ses ambitions, et demande aux États membres d'augmenter assez considérablement leur contribution au budget de l'Union.</p><p>Si nous acceptions les propositions actuelles de la Commission pour les perspectives financières 2014-2020, la contribution de la France passerait à environ 25 milliards d'euros. Pour la seule année 2013, si nous suivions la Commission, les contributions des États augmenteraient de 6,85 %, soit environ 1,4 milliard d'euros pour la France, montant ramené à 800 millions après révision à la baisse &#8211; de l'ordre de deux points &#8211; de ses demandes par la Commission.</p><p>Face à ces demandes contradictoires, nous devons adopter une démarche pragmatique. Nous avons engagé un processus interministériel pour définir très finement notre position sur les perspectives financières. Il est donc un peu tôt pour entrer dans le détail. Nous souhaitons une contribution à la fois raisonnable, pour nous permettre d'atteindre les objectifs budgétaires que nous nous sommes assignés, et suffisamment ambitieuse, pour permettre à l'Union de réaliser les politiques qui peuvent contribuer à la croissance.</p><p>Vous avez formulé, Madame la Présidente de la Commission des affaires européennes, des interrogations sur certains piliers du budget. Si nous maintenons notre position dure sur le plan budgétaire, tout en demandant de ne toucher ni à la PAC, ni à la politique de cohésion, qui permet aux pays qui en bénéficie d'obtenir de la croissance, et tout en insistant pour consacrer le solde à la croissance de demain &#8211; ce qui constitue notre principal objectif &#8211;, la marge de manoeuvre sera très étroite et l'équation impossible.</p><p>Le processus interministériel que nous avons engagé doit nous permettre de définir le niveau de notre contribution d'ici à la fin de l'année et de déterminer notre position sur la réforme de la PAC. Nous avons été très fermes aux dernières réunions du Conseil affaires générales pour refuser les amendements proposés au paragraphe 43 de la « boîte de négociation » présentée par la présidence danoise, qui visaient à diminuer très sensiblement le niveau des aides directes dans le cadre de la PAC. De plus, nous avons indiqué notre souhait que le Fonds d'adaptation à la mondialisation soit maintenu pour que les industries les plus en difficulté soient accompagnés, dans une période de crise très grave où les restructurations sont nombreuses.</p>
2660	b690cbbddeccb2fe1be1a45a842c5bb5	26	84	<p>S'agissant de l'amélioration du contrôle démocratique, les Commissions des affaires européennes de l'Assemblée nationale et du Bundestag se sont efforcées, lors de la négociation du traité, de faire inscrire dans le texte l'existence d'une conférence budgétaire interparlementaire, qui serait composée des Présidents des Commissions des finances des parlements des différents États membres et, probablement, du Président de la Commission des budgets du Parlement européen. Cette proposition a-t-elle été évoquée lors du Conseil européen ? Je vous serais reconnaissant de bien vouloir l'appuyer à l'avenir. Nous partageons largement, au sein de cette commission, l'idée que la construction européenne doit s'accompagner d'un accroissement des pouvoirs du Parlement européen, en concertation avec les parlements nationaux.</p>
2661	07f386cbc9a4ae932d1cae4bfd68436e	26	107	<p>Non, c'est l'inverse : un accroissement des pouvoirs des parlements nationaux, en concertation avec le Parlement européen !</p>
2662	9c12604751dba1703c9e8023234b125f	26	84	<p>Au sujet de la présidence de l'Eurogroupe, le Luxembourgeois M. Meersch venant d'être nommé au directoire de la BCE, il est possible que M. Juncker n'achève pas son mandat. Nous orientons-nous vers une présidence alternative franco-allemande ? Quel est le calendrier envisagé à ce sujet ?</p><p>Concernant la recapitalisation directe des banques par le MES, quel est là aussi le calendrier ? M. Schäuble et M. Draghi ont insisté, avec une certaine fermeté, sur le fait que la mise en place d'une supervision bancaire &#8211; qui n'existe pas à ce stade &#8211; constituait un préalable.</p><p>L'Espagne a obtenu une flexibilité accrue dans le cadre de ses efforts pour ramener son déficit budgétaire à 3 % du PIB. La Grèce demande une renégociation. Quelle est notre position sur cette demande ?</p><p>Je note enfin qu'un glissement sémantique &#8211; bienvenu &#8211; s'est opéré des eurobonds aux project bonds. La France n'a pas réussi à convaincre ses partenaires de l'opportunité de créer les eurobonds ; notre groupe politique avait donc raison à ce sujet. De même, il serait juste que l'histoire reconnaisse que la taxe sur les transactions financières a été introduite par le Président de la République et le gouvernement précédents. Quoi qu'il en soit, quel calendrier envisagez-vous pour la mise en place de cette taxe, sachant qu'il faut neuf États membres pour lancer une coopération renforcée. Combien de pays y seraient actuellement prêts ?</p>
2663	3ccd056fe4595d5a84b3cfc744c005cc	26	NULL	<p>Dès lors que le traité est ratifié, la clause que vous y avez inscrite à l'issue de négociations avec l'Allemagne, à savoir la conférence budgétaire interparlementaire, est applicable. Toute disposition permettant aux parlements démocratiquement élus de débattre des mécanismes budgétaires et de coordination financière va dans le bon sens, mais cela ne saurait remettre en cause la souveraineté de ces parlements sur le vote des budgets nationaux. À cet égard, nous devons veiller à ce que le processus d'intégration solidaire, qui constitue la feuille de route de M. Van Rompuy, ne se traduise pas par des pertes de souveraineté. Cet objectif doit faire l'objet d'un dialogue nourri entre les parlementaires et les institutions européennes ; c'est à cette condition que nous parviendrons à trouver les justes équilibres.</p><p>La présidence de l'Eurogroupe, à laquelle prétend le Ministre des finances allemand, est l'une des premières questions auxquelles j'ai été confronté lors de ma prise de fonctions. J'ai pu constater, à l'occasion de mon voyage à Berlin, qu'il s'agissait d'un point  très sensible. Selon nous, la répartition des responsabilités entre les pays de l'Union doit être envisagée de façon globale : dans le contexte de crise que nous connaissons, ces questions ne doivent pas être à l'origine de tensions. Des discussions sont en cours, qui devraient aboutir à une solution optimale, même s'il ne m'appartient pas d'anticiper leur issue.</p><p>S'agissant des banques, notamment espagnoles, l'Eurogroupe a avalisé hier, sur la base d'un mémorandum précisant les modalités d'intervention, le principe d'une recapitalisation directe, qui ne passe pas par les États, ainsi que la décision du Conseil européen sur une enveloppe pouvant atteindre 100 milliards d'euros pour les banques espagnoles, auxquelles une première aide de 30 milliards sera versée.</p><p>En octobre prochain, la Commission européenne formulera des propositions d'ordre législatif afin de mettre en oeuvre la supervision, laquelle donnera au MES la possibilité d'intervenir directement auprès des banques. À cet égard, plusieurs questions techniques se posent encore : la supervision doit-elle porter sur toutes les banques, ou seulement sur celles de premier rang ? Comment la supervision s'articule-t-elle entre la BCE et les banques centrales nationales ? En tout état de cause, la France souhaite que l'ensemble du dispositif, à tout le moins dans ses éléments législatifs, soit prêt avant la fin de l'année.</p><p>S'agissant de la Grèce, les gouvernements prendront les décisions qui s'imposent lorsque la troïka aura remis son rapport d'inspection.</p><p>Les eurobonds, qu'il ne faut pas confondre avec les project bonds, restent inscrits dans la feuille de route de M. Van Rompuy : les seconds sont destinés à financer des investissements ; les premiers consistent à mutualiser une partie des dettes. Un certain nombre de Sages, en Allemagne, ont d'ailleurs jugé qu'il pourrait être utile d'expérimenter cette solution à travers un fonds de rédemption. D'autres débats seront nécessaires : les Allemands considèrent que l'union politique et l'assainissement budgétaire sont des préalables ; nous pensons, pour notre part, que ces outils de mutualisation, en plus d'être utiles face à la crise, peuvent favoriser l'une et l'autre. Quoi qu'il en soit, la stabilité financière et monétaire étant assurée par la supervision bancaire, nous devons continuer à réfléchir à ces instruments de mutualisation, ainsi que le prévoit la feuille de route de M. Van Rompuy ; tel est en tout cas le compromis auquel nous sommes parvenus.</p><p>Nous souhaitons aussi que les pays favorables à une taxe sur les transactions financières dans le cadre d'une coopération renforcée &#8211; France, Autriche, Allemagne, Espagne, Belgique, Portugal, Grèce, Italie et Slovénie &#8211; la mettent en oeuvre le plus rapidement possible. Je n'entrerai pas dans le débat consistant à savoir si nous devons en savoir gré au Président de la République précédent, dont je rappelle qu'il avait supprimé l'impôt de bourse en 2008, avant d'en relancer l'idée à travers cette nouvelle dénomination de « taxe sur les transactions financières ». D'ailleurs, n'avait-il pas déclaré avec force, pendant la campagne électorale, qu'il instaurerait cette taxe dans notre seul pays, si les autres ne le suivaient pas ? C'est ce qu'il a fait à la toute fin de la législature.</p>
2664	7b176f232dad79b69d4f31605aeeb7ac	26	84	<p>Tant mieux !</p>
2665	5ae700d814ebc0f4e857fba8bc7d80b8	26	NULL	<p>Certes, mais c'était avouer qu'il n'était pas parvenu à y associer d'autres pays, comme nous avons,  nous, réussi à le faire.</p>
2666	5075017e0c562fae84e79b093e600449	26	142	<p>Je me réjouis de l'accord conclu au Sommet européen des 28 et 29 juin, s'agissant en particulier du pacte de croissance.</p><p>Quelles peuvent être les conséquences du pacte budgétaire sur les budgets territoriaux, notamment en termes de limitation des dépenses et des emprunts ? Je rappelle que 71 % de nos investissements publics relèvent des collectivités, lesquelles ont été ébranlées par les dispositions de l'accord Bâle III, qui ont rendu le crédit plus rare et plus cher.</p><p>Comment, dans le cadre du pacte de croissance, engager une logique vertueuse de co-financement des infrastructures entre les États et les collectivités territoriales, dans des domaines tels que le développement durable, l'efficacité énergétique des bâtiments ou le transport urbain ?</p><p>Quel est l'avenir de la politique régionale européenne, qu'il s'agisse du Fonds européen de développement régional (FEDER) ou du Fonds social européen (FSE) ? Comment envisager la politique de cohésion, non seulement pour les pays d'Europe de l'Est, mais aussi pour ceux de l'Europe de l'Ouest, à commencer par la France ?</p><p>Ne pensez-vous pas, enfin, qu'une juste association de l'échelon européen avec celui des États et des collectivités territoriales offrirait une occasion unique de rapprocher l'Union des citoyens ?</p>
2667	3fbf48cd7303e2ca7b0aa7af3c552240	26	NULL	<p>L'accord Bâle III a en effet rendu les banques plus frileuses sur les emprunts publics, ce qui a eu des conséquences pour des collectivités dont la gestion était saine et les projets d'investissements pertinents. En tout état de cause, la loi interdit aux collectivités de voter des budgets en déficit, même si elles peuvent s'endetter sur leurs ressources propres. Globalement, elles sont donc dans une situation plus saine, et nous aurons à examiner si elles peuvent bénéficier des dispositions du pacte de croissance &#8211; via, par exemple, des partenariats public-privé ou des investissements structurants &#8211;, notamment pour ce qui concerne l'accès au crédit. Dans cette optique, nous avons engagé un travail avec le commissariat général aux investissements et l'Association des régions de France.</p><p>Le développement durable est au coeur du pacte de croissance, qu'il s'agisse de la transition énergétique ou de l'interconnexion des grands réseaux de transport et d'énergie. Nous souhaitons réfléchir avec la Commission à l'accompagnement de ces grands projets qui feront la croissance de demain.</p><p>La politique de cohésion est pour nous un sujet essentiel. Nous souhaitons le maintien des fonds structurels aux régions dites intermédiaires, ce qui suppose des critères d'appréciation clairs, qui permettent à des régions dont la situation est similaire de bénéficier des mêmes concours. La négociation avec nos partenaires est parfois difficile, mais nous y travaillons.</p><p>Je souscris à vos propos sur les enjeux démocratiques et citoyens. La crise n'est pas seulement économique et financière ; elle est aussi politique. La montée des populismes témoigne du divorce d'un certain nombre de citoyens avec le projet européen. En orientant l'Europe vers la croissance, nous avons voulu donner un contenu à l'Union en termes de projets, partant rapprocher les citoyens et les institutions.</p>
